site_id,arr_id,lon,lat
1,2,-17.525142,14.746832
2,2,-17.524360,14.747434
3,2,-17.522576,14.745198
4,2,-17.516398,14.746730
5,2,-17.512870,14.740658
6,2,-17.512103,14.748411
7,2,-17.510958,14.737403
8,2,-17.508395,14.730968
9,2,-17.507036,14.740671
10,2,-17.508766,14.747767
11,2,-17.505067,14.751808
12,2,-17.499875,14.754555
13,2,-17.497565,14.728712
14,2,-17.497759,14.732262
15,2,-17.493970,14.754447
16,2,-17.494845,14.724453
17,2,-17.490356,14.733770
18,2,-17.491645,14.727389
19,2,-17.491293,14.719656
20,2,-17.491396,14.756656
21,2,-17.487934,14.750047
22,2,-17.486997,14.752257
23,2,-17.491255,14.745721
24,2,-17.486972,14.724319
25,2,-17.487569,14.707238
26,2,-17.485364,14.726616
27,2,-17.484902,14.718472
28,2,-17.480833,14.724458
29,2,-17.481918,14.725431
30,2,-17.480514,14.713803
31,2,-17.479050,14.762229
32,2,-17.481245,14.703930
33,2,-17.480766,14.709816
34,2,-17.480860,14.718215
35,2,-17.474797,14.760298
36,2,-17.474843,14.707023
37,2,-17.476595,14.703825
38,2,-17.474466,14.723921
39,2,-17.475090,14.711362
40,4,-17.472775,14.700727
41,2,-17.475263,14.713093
42,2,-17.475318,14.756450
43,2,-17.476416,14.738208
44,2,-17.475218,14.747570
45,1,-17.475376,14.731479
46,2,-17.472078,14.708471
47,4,-17.472331,14.695087
48,2,-17.471791,14.720893
49,3,-17.470591,14.728215
50,2,-17.471946,14.753731
51,2,-17.471624,14.750367
52,2,-17.470132,14.701305
53,2,-17.470171,14.760457
54,2,-17.469863,14.748479
55,1,-17.468955,14.738509
56,2,-17.469568,14.745296
57,3,-17.470860,14.724240
58,3,-17.469460,14.730911
59,2,-17.468904,14.713397
60,3,-17.470313,14.716990
61,4,-17.469347,14.677531
62,4,-17.469349,14.690587
63,2,-17.468546,14.748886
64,2,-17.467651,14.709607
65,4,-17.468378,14.694284
66,4,-17.467849,14.683629
67,2,-17.467381,14.759610
68,2,-17.466153,14.750553
69,2,-17.466940,14.756418
70,4,-17.465813,14.699413
71,1,-17.467852,14.737170
72,3,-17.465708,14.724483
73,2,-17.465968,14.705823
74,2,-17.466756,14.711590
75,3,-17.465261,14.729225
76,2,-17.465463,14.714412
77,4,-17.466756,14.685505
78,1,-17.466465,14.740890
79,4,-17.463679,14.695285
80,1,-17.466239,14.746694
81,2,-17.463652,14.712400
82,4,-17.463549,14.680952
83,2,-17.462295,14.749303
84,2,-17.461845,14.707758
85,4,-17.462928,14.692848
86,2,-17.463921,14.759949
87,2,-17.463202,14.717809
88,1,-17.463548,14.738111
89,2,-17.461157,14.721505
90,2,-17.462370,14.757709
91,4,-17.462261,14.698695
92,3,-17.462257,14.726853
93,1,-17.461361,14.733214
94,4,-17.461646,14.688180
95,1,-17.460571,14.741360
96,2,-17.459618,14.756228
97,1,-17.460410,14.729414
98,2,-17.459463,14.752255
99,3,-17.460724,14.720153
100,3,-17.461115,14.724244
101,4,-17.459076,14.696802
102,3,-17.458913,14.712193
103,2,-17.458807,14.715797
104,4,-17.459468,14.680770
105,4,-17.459146,14.701626
106,4,-17.457884,14.706047
107,1,-17.459382,14.737253
108,3,-17.458092,14.721619
109,4,-17.458340,14.679061
110,4,-17.456986,14.686536
111,1,-17.457424,14.741267
112,1,-17.457446,14.744069
113,4,-17.458318,14.690811
114,3,-17.456147,14.707861
115,2,-17.456609,14.754299
116,1,-17.458094,14.750450
117,3,-17.456937,14.726170
118,1,-17.457853,14.740414
119,1,-17.456170,14.734001
120,4,-17.456405,14.682720
121,1,-17.455123,14.730459
122,3,-17.455971,14.718371
123,2,-17.456315,14.758179
124,4,-17.455961,14.680300
125,3,-17.454238,14.705465
126,3,-17.455121,14.721854
127,3,-17.455819,14.712339
128,4,-17.455101,14.693734
129,2,-17.454573,14.756774
130,4,-17.453092,14.676733
131,3,-17.452843,14.700483
132,4,-17.453588,14.688325
133,1,-17.453738,14.747978
134,1,-17.455278,14.752542
135,3,-17.454267,14.725193
136,1,-17.453263,14.742610
137,1,-17.454343,14.729793
138,1,-17.453261,14.738625
139,4,-17.452326,14.693656
140,4,-17.453440,14.683465
141,3,-17.453441,14.709997
142,3,-17.453055,14.716741
143,1,-17.452308,14.740615
144,3,-17.451809,14.714067
145,2,-17.452314,14.762411
146,3,-17.451919,14.722878
147,4,-17.451185,14.678560
148,4,-17.449819,14.696307
149,3,-17.450986,14.711912
150,4,-17.450794,14.674675
151,1,-17.451205,14.754448
152,1,-17.452184,14.736771
153,1,-17.450758,14.757879
154,1,-17.451419,14.732130
155,4,-17.449332,14.686768
156,1,-17.449631,14.744686
157,3,-17.450096,14.703719
158,3,-17.449222,14.709474
159,3,-17.450545,14.707033
160,3,-17.449695,14.720262
161,4,-17.450404,14.690296
162,3,-17.449841,14.724163
163,4,-17.449755,14.681792
164,1,-17.449850,14.740438
165,4,-17.449754,14.679568
166,3,-17.449089,14.726699
167,1,-17.448685,14.749559
168,3,-17.448846,14.714874
169,1,-17.448004,14.761569
170,4,-17.446510,14.694214
171,3,-17.447830,14.709486
172,3,-17.448241,14.710364
173,1,-17.448722,14.746471
174,3,-17.448159,14.715617
175,4,-17.447423,14.672989
176,1,-17.448362,14.752828
177,4,-17.447022,14.687635
178,1,-17.446935,14.755621
179,4,-17.446367,14.677470
180,1,-17.446842,14.731638
181,3,-17.445823,14.725674
182,1,-17.444960,14.736088
183,3,-17.444736,14.706359
184,3,-17.445925,14.723525
185,4,-17.446062,14.683975
186,1,-17.446843,14.763943
187,3,-17.446144,14.712313
188,4,-17.443712,14.692505
189,1,-17.444715,14.738841
190,1,-17.444959,14.742476
191,3,-17.444697,14.697815
192,3,-17.445921,14.701803
193,4,-17.443503,14.675178
194,1,-17.444333,14.753048
195,1,-17.444145,14.727931
196,1,-17.443766,14.760615
197,4,-17.442134,14.666512
198,1,-17.444046,14.758063
199,1,-17.443511,14.755149
200,4,-17.443365,14.670718
201,4,-17.443259,14.687435
202,4,-17.443206,14.678117
203,1,-17.441609,14.750080
204,3,-17.442743,14.715371
205,3,-17.443513,14.719337
206,3,-17.441900,14.708396
207,1,-17.441113,14.746749
208,4,-17.441881,14.664208
209,1,-17.442331,14.762564
210,3,-17.442384,14.723569
211,4,-17.440909,14.682723
212,1,-17.441792,14.761555
213,1,-17.440738,14.733186
214,4,-17.440460,14.669595
215,1,-17.439990,14.753479
216,4,-17.440436,14.667928
217,4,-17.439632,14.672184
218,1,-17.439341,14.752508
219,4,-17.440287,14.674553
220,1,-17.439115,14.743563
221,4,-17.440208,14.660389
222,1,-17.439010,14.758103
223,1,-17.440589,14.747783
224,3,-17.439075,14.704144
225,4,-17.437469,14.662898
226,4,-17.437762,14.667043
227,4,-17.437594,14.669627
228,4,-17.438060,14.679810
229,1,-17.439466,14.755914
230,4,-17.436298,14.675781
231,3,-17.439254,14.735788
232,3,-17.438993,14.698692
233,3,-17.438275,14.731385
234,3,-17.437649,14.709367
235,4,-17.436481,14.672241
236,1,-17.437258,14.766124
237,3,-17.436633,14.686404
238,1,-17.435953,14.761432
239,3,-17.437041,14.729788
240,1,-17.436565,14.748868
241,4,-17.433530,14.655467
242,4,-17.436104,14.667438
243,4,-17.436201,14.665928
244,3,-17.435958,14.718992
245,3,-17.436633,14.739359
246,4,-17.434497,14.662749
247,4,-17.434355,14.670721
248,3,-17.436537,14.723338
249,4,-17.433789,14.676848
250,4,-17.432943,14.673258
251,1,-17.435862,14.756231
252,3,-17.433045,14.692323
253,4,-17.432688,14.667638
254,4,-17.433604,14.659902
255,3,-17.435168,14.741912
256,3,-17.432269,14.713494
257,4,-17.432321,14.670375
258,4,-17.433549,14.651822
259,1,-17.431178,14.751528
260,1,-17.432433,14.763861
261,4,-17.430814,14.666353
262,3,-17.433216,14.734829
263,1,-17.431159,14.760272
264,1,-17.431715,14.757625
265,3,-17.430347,14.699048
266,3,-17.431201,14.739776
267,4,-17.430032,14.670340
268,3,-17.429042,14.706157
269,1,-17.428684,14.768691
270,3,-17.427909,14.724121
271,4,-17.428465,14.670912
272,1,-17.430142,14.765228
273,3,-17.429871,14.734365
274,3,-17.427916,14.739849
275,5,-17.428758,14.758768
276,5,-17.428020,14.761437
277,5,-17.426597,14.756671
278,3,-17.427857,14.730956
279,1,-17.425711,14.768775
280,5,-17.425364,14.760166
281,3,-17.426557,14.736299
282,3,-17.425157,14.687782
283,4,-17.425784,14.671096
284,3,-17.425205,14.739142
285,3,-17.425537,14.733195
286,3,-17.427027,14.705377
287,3,-17.424548,14.744221
288,5,-17.424340,14.762116
289,3,-17.421231,14.701275
290,1,-17.422637,14.769997
291,3,-17.423018,14.733418
292,5,-17.424649,14.749654
293,5,-17.420338,14.759644
294,1,-17.420754,14.772338
295,6,-17.421336,14.737062
296,5,-17.421033,14.767416
297,6,-17.417973,14.738869
298,5,-17.417958,14.764623
299,1,-17.416721,14.770730
300,5,-17.415131,14.762452
301,6,-17.413631,14.738052
302,6,-17.416400,14.744657
303,5,-17.415323,14.766134
304,5,-17.412967,14.770074
305,5,-17.414196,14.749365
306,5,-17.411237,14.752171
307,5,-17.412965,14.775014
308,5,-17.409955,14.767178
309,6,-17.410001,14.740563
310,5,-17.407699,14.770926
311,6,-17.406508,14.745924
312,5,-17.406459,14.777187
313,6,-17.406378,14.751601
314,5,-17.403287,14.768607
315,5,-17.401944,14.772847
316,4,-17.399363,14.667383
317,6,-17.399162,14.753349
318,5,-17.398950,14.777574
319,6,-17.400597,14.745270
320,6,-17.395879,14.754732
321,6,-17.398003,14.749345
322,5,-17.398166,14.778446
323,5,-17.396113,14.774319
324,6,-17.398737,14.767750
325,5,-17.396639,14.771096
326,6,-17.394876,14.764435
327,6,-17.396561,14.759777
328,6,-17.393928,14.748613
329,6,-17.393672,14.760057
330,5,-17.394190,14.775865
331,5,-17.393315,14.774390
332,6,-17.391730,14.752540
333,7,-17.391927,14.744436
334,6,-17.391303,14.747953
335,6,-17.389477,14.761888
336,5,-17.390437,14.784365
337,5,-17.387440,14.779987
338,6,-17.389612,14.766942
339,5,-17.388912,14.768881
340,6,-17.388276,14.758121
341,5,-17.388106,14.776314
342,6,-17.386638,14.752153
343,6,-17.385586,14.762934
344,6,-17.383317,14.764955
345,5,-17.384452,14.779569
346,7,-17.382946,14.743604
347,6,-17.381514,14.750327
348,5,-17.384027,14.773106
349,5,-17.382916,14.787288
350,6,-17.380425,14.761916
351,5,-17.382058,14.775739
352,6,-17.380054,14.768207
353,5,-17.379190,14.782621
354,7,-17.378316,14.759396
355,6,-17.378751,14.746689
356,7,-17.377913,14.741290
357,5,-17.377095,14.785350
358,5,-17.376922,14.776504
359,5,-17.375197,14.783466
360,6,-17.375774,14.770187
361,7,-17.375165,14.756141
362,6,-17.374784,14.763198
363,5,-17.372658,14.782240
364,7,-17.371919,14.742478
365,7,-17.371847,14.749116
366,5,-17.373589,14.775756
367,8,-17.370399,14.771740
368,8,-17.368889,14.764656
369,7,-17.370421,14.760550
370,5,-17.370338,14.783532
371,7,-17.367944,14.746567
372,5,-17.369331,14.790920
373,7,-17.367982,14.751639
374,7,-17.366416,14.756247
375,5,-17.365284,14.777193
376,5,-17.360767,14.794309
377,8,-17.365803,14.773671
378,8,-17.363901,14.765330
379,7,-17.362311,14.750437
380,7,-17.362786,14.761854
381,8,-17.361811,14.778213
382,7,-17.361154,14.743747
383,8,-17.359223,14.787370
384,7,-17.361364,14.759368
385,7,-17.359270,14.754807
386,7,-17.359867,14.750764
387,7,-17.356759,14.742023
388,8,-17.354386,14.776883
389,8,-17.357797,14.770236
390,7,-17.355964,14.738071
391,7,-17.355212,14.761077
392,8,-17.355092,14.765380
393,7,-17.352510,14.755504
394,7,-17.352732,14.749454
395,8,-17.350808,14.781414
396,8,-17.351521,14.774416
397,7,-17.346801,14.763930
398,8,-17.348632,14.792699
399,7,-17.345369,14.754224
400,8,-17.346760,14.780162
401,8,-17.346545,14.767762
402,7,-17.345050,14.748365
403,8,-17.334653,14.774639
404,8,-17.336544,14.797036
405,8,-17.335022,14.771625
406,8,-17.339373,14.792272
407,8,-17.335275,14.783797
408,7,-17.333992,14.744456
409,7,-17.333304,14.734990
410,8,-17.328629,14.767369
411,7,-17.326125,14.742183
412,8,-17.327504,14.776569
413,8,-17.327621,14.791916
414,7,-17.322137,14.734151
415,7,-17.324326,14.730056
416,7,-17.319936,14.747263
417,8,-17.322975,14.774418
418,7,-17.318592,14.738754
419,7,-17.316681,14.743604
420,8,-17.316665,14.776986
421,8,-17.314130,14.790477
422,7,-17.315868,14.725569
423,7,-17.311180,14.744648
424,7,-17.313185,14.733987
425,8,-17.310757,14.782069
426,8,-17.309017,14.770456
427,8,-17.308942,14.776337
428,8,-17.306781,14.779394
429,7,-17.300799,14.752824
430,8,-17.304989,14.762330
431,8,-17.301805,14.767697
432,8,-17.305544,14.773463
433,7,-17.298860,14.730770
434,9,-17.299874,14.720930
435,7,-17.298678,14.741757
436,10,-17.285133,14.789759
437,9,-17.286711,14.714413
438,9,-17.288601,14.717067
439,10,-17.285786,14.771577
440,9,-17.285503,14.721419
441,9,-17.283862,14.731798
442,9,-17.285611,14.714662
443,9,-17.280255,14.723505
444,9,-17.279759,14.733409
445,10,-17.278805,14.803825
446,9,-17.276177,14.744689
447,10,-17.284472,14.761459
448,9,-17.276849,14.717804
449,9,-17.276510,14.726831
450,10,-17.279840,14.774764
451,10,-17.275614,14.790427
452,9,-17.271845,14.722300
453,9,-17.273310,14.717857
454,9,-17.270324,14.715575
455,9,-17.272012,14.733086
456,10,-17.268864,14.783741
457,9,-17.269163,14.712002
458,9,-17.266627,14.721345
459,9,-17.263785,14.725115
460,9,-17.261962,14.733729
461,9,-17.262507,14.714573
462,9,-17.262710,14.717958
463,9,-17.262989,14.728585
464,9,-17.259207,14.707808
465,9,-17.258484,14.712489
466,10,-17.256660,14.758244
467,9,-17.253959,14.717348
468,9,-17.258770,14.720176
469,10,-17.246589,14.806147
470,9,-17.247327,14.716256
471,10,-17.238663,14.746541
472,10,-17.235778,14.693928
473,10,-17.231794,14.706243
474,10,-17.232490,14.690125
475,10,-17.225915,14.699081
476,10,-17.224150,14.694309
477,10,-17.224978,14.767129
478,10,-17.204877,14.673411
479,10,-17.184373,14.789131
480,10,-17.178288,14.736500
481,10,-17.165920,14.820360
482,10,-17.165143,14.645918
483,10,-17.152019,14.625859
484,10,-17.145683,14.749488
485,10,-17.150009,14.608968
486,10,-17.150519,14.743846
487,11,-17.116101,14.819890
488,10,-17.136879,14.745807
489,12,-17.153215,14.673134
490,10,-17.120247,14.741666
491,11,-17.124255,14.910344
492,10,-17.129907,14.719436
493,12,-17.105714,14.564930
494,11,-17.109715,14.930799
495,12,-17.096580,14.531061
496,11,-17.090432,14.906169
497,12,-17.100163,14.621167
498,12,-17.077263,14.484921
499,11,-17.084361,14.863984
500,12,-17.078855,14.632163
501,12,-17.066614,14.481159
502,12,-17.046350,14.654460
503,11,-17.076847,14.743206
504,12,-17.051940,14.459822
505,12,-17.041306,14.453297
506,11,-17.017044,14.813009
507,12,-17.036618,14.583663
508,12,-17.016712,14.590776
509,12,-17.016000,14.451093
510,15,-17.037422,14.877602
511,12,-17.015126,14.443816
512,12,-17.006643,14.444510
513,12,-17.017650,14.525798
514,15,-17.021328,15.003154
515,12,-17.007768,14.502118
516,12,-17.000486,14.440258
517,12,-16.995882,14.433739
518,12,-16.985425,14.441856
519,12,-16.984131,14.421156
520,15,-17.000727,14.937130
521,12,-16.973731,14.417624
522,12,-16.977506,14.427100
523,12,-16.975389,14.439492
524,12,-16.971667,14.412272
525,12,-16.966033,14.421282
526,12,-16.967136,14.411120
527,12,-16.963854,14.416636
528,12,-16.950313,14.470248
529,20,-16.971878,14.801999
530,12,-16.952907,14.433322
531,12,-16.960096,14.403152
532,12,-16.960007,14.419839
533,19,-16.972664,14.784975
534,12,-16.953276,14.414753
535,12,-16.942104,14.400201
536,13,-16.945842,14.659823
537,12,-16.948209,14.403111
538,19,-16.941802,14.755525
539,19,-16.950122,14.770019
540,12,-16.965150,14.514665
541,19,-16.943940,14.777422
542,15,-16.947559,14.998149
543,20,-16.942998,14.798651
544,20,-16.950265,14.815062
545,19,-16.937052,14.787976
546,19,-16.936045,14.773727
547,19,-16.934662,14.780311
548,13,-16.957045,14.618023
549,19,-16.936004,14.788951
550,19,-16.935303,14.793826
551,19,-16.933203,14.777190
552,20,-16.932539,14.797678
553,19,-16.934769,14.785081
554,20,-16.934632,14.805705
555,12,-16.929367,14.331853
556,20,-16.930919,14.800843
557,19,-16.928939,14.795492
558,20,-16.929539,14.815899
559,19,-16.927176,14.790882
560,19,-16.926076,14.778249
561,19,-16.928612,14.773727
562,20,-16.926951,14.801367
563,12,-16.925843,14.290372
564,19,-16.920263,14.780429
565,20,-16.919958,14.805127
566,19,-16.922154,14.796835
567,19,-16.918491,14.788781
568,19,-16.915509,14.778106
569,19,-16.914170,14.782888
570,20,-16.912631,14.811445
571,20,-16.911926,14.808188
572,20,-16.902631,14.799276
573,19,-16.909529,14.779466
574,19,-16.909232,14.787246
575,19,-16.905315,14.763353
576,20,-16.916619,14.836408
577,16,-16.901993,15.143840
578,14,-16.898824,14.764974
579,16,-16.894770,15.119216
580,15,-16.859961,14.885741
581,16,-16.911354,15.060643
582,13,-16.870921,14.690885
583,12,-16.875810,14.290910
584,22,-16.864177,14.234976
585,15,-16.864053,14.957915
586,13,-16.853852,14.604992
587,22,-16.857396,14.181143
588,13,-16.836115,14.643632
589,22,-16.843402,14.167627
590,14,-16.831258,14.796197
591,13,-16.852448,14.563160
592,22,-16.837679,14.167448
593,16,-16.828173,15.295454
594,16,-16.841585,15.089085
595,22,-16.846677,14.432505
596,22,-16.824823,14.168332
597,15,-16.835047,14.916892
598,21,-16.793220,14.507442
599,15,-16.827819,14.939203
600,22,-16.802160,14.394286
601,22,-16.810382,14.346489
602,16,-16.802606,15.048818
603,15,-16.824080,14.964143
604,15,-16.818662,14.948716
605,15,-16.813942,14.954500
606,15,-16.816558,14.950050
607,15,-16.819960,14.966171
608,15,-16.809301,14.936885
609,15,-16.806563,14.953608
610,22,-16.784269,14.419168
611,14,-16.809107,14.755138
612,93,-16.782881,12.473143
613,15,-16.775258,14.934313
614,14,-16.785081,14.840845
615,16,-16.774698,15.249249
616,22,-16.777628,14.176316
617,36,-16.769672,14.014463
618,16,-16.771377,15.063652
619,21,-16.749677,14.558831
620,93,-16.716586,12.397304
621,22,-16.735179,14.257629
622,97,-16.720598,12.950859
623,22,-16.756144,14.335646
624,93,-16.712302,12.356926
625,36,-16.732293,14.119026
626,97,-16.722513,12.960816
627,37,-16.732784,13.871227
628,37,-16.742740,13.914773
629,15,-16.748098,15.013588
630,16,-16.754033,15.199310
631,21,-16.744114,14.534195
632,14,-16.710983,14.679910
633,22,-16.728536,14.412625
634,21,-16.698935,14.630385
635,36,-16.712143,14.270717
636,14,-16.711083,14.881429
637,36,-16.729769,14.070010
638,36,-16.663385,14.087489
639,97,-16.716895,12.825902
640,14,-16.677296,14.771621
641,16,-16.693672,15.141749
642,94,-16.659457,12.502833
643,36,-16.660192,14.125506
644,44,-16.725341,15.425810
645,22,-16.680513,14.478278
646,14,-16.677580,14.803342
647,36,-16.630377,14.178002
648,97,-16.617053,12.632189
649,14,-16.648280,14.693513
650,22,-16.655647,14.447061
651,14,-16.647463,14.648683
652,30,-16.631592,14.905224
653,33,-16.654157,14.391200
654,17,-16.649066,15.055705
655,16,-16.632313,15.100016
656,94,-16.649208,12.419615
657,21,-16.662020,14.600161
658,38,-16.616088,13.721155
659,17,-16.643473,15.005758
660,16,-16.614971,15.116671
661,44,-16.665820,15.293238
662,37,-16.618344,13.912473
663,21,-16.592839,14.545627
664,29,-16.614330,14.803349
665,37,-16.565036,14.009405
666,97,-16.635864,13.039204
667,36,-16.591111,14.308942
668,94,-16.583691,12.570962
669,33,-16.606273,14.408098
670,30,-16.617223,14.885148
671,28,-16.584301,14.631374
672,97,-16.560442,13.138306
673,44,-16.594195,15.155921
674,97,-16.546991,12.979314
675,28,-16.582946,14.740261
676,94,-16.544533,12.446092
677,29,-16.541723,14.851890
678,17,-16.576555,15.012495
679,17,-16.536303,15.072466
680,33,-16.557855,14.480570
681,98,-16.519661,12.819573
682,28,-16.523915,14.714181
683,29,-16.530840,14.805013
684,98,-16.496358,12.805600
685,44,-16.496420,15.492313
686,36,-16.503666,14.258183
687,33,-16.533853,14.339397
688,44,-16.543185,15.272547
689,40,-16.531163,15.702934
690,38,-16.520775,13.678789
691,33,-16.512267,14.508990
692,73,-16.508356,15.984451
693,73,-16.508325,16.030806
694,29,-16.515055,14.705127
695,73,-16.507616,16.016517
696,73,-16.505214,16.025312
697,73,-16.502886,16.041536
698,73,-16.505422,16.030910
699,73,-16.497407,15.884333
700,30,-16.495091,14.929207
701,33,-16.470486,14.257829
702,73,-16.497483,16.019045
703,73,-16.497728,16.024662
704,39,-16.469814,14.076535
705,73,-16.494080,16.014699
706,73,-16.492527,16.018001
707,73,-16.491547,16.001904
708,73,-16.491273,16.030189
709,73,-16.490389,16.011493
710,73,-16.501514,15.978596
711,73,-16.492518,16.028135
712,73,-16.489898,16.015737
713,98,-16.479798,12.868720
714,38,-16.471165,13.761868
715,73,-16.490952,16.022604
716,73,-16.486387,16.005212
717,33,-16.480152,14.460711
718,73,-16.476583,15.988391
719,73,-16.482420,16.016009
720,28,-16.467460,14.607589
721,73,-16.484611,16.029564
722,97,-16.478421,12.979717
723,32,-16.482951,14.551689
724,98,-16.480819,12.721751
725,29,-16.475086,14.849691
726,39,-16.474012,14.119783
727,28,-16.473555,14.697135
728,99,-16.467183,12.546199
729,39,-16.448741,14.115745
730,73,-16.475005,16.045813
731,28,-16.462236,14.700977
732,28,-16.458179,14.691443
733,28,-16.444960,14.705171
734,44,-16.450682,15.410405
735,98,-16.412233,12.671808
736,73,-16.447544,16.064743
737,44,-16.444647,15.373980
738,73,-16.443619,15.954844
739,44,-16.417588,15.393498
740,73,-16.430525,16.044398
741,38,-16.457092,13.593757
742,98,-16.430429,12.821592
743,38,-16.432700,13.701454
744,28,-16.421363,14.633095
745,99,-16.417777,12.380737
746,40,-16.414588,15.674825
747,17,-16.449921,15.073298
748,73,-16.418804,16.049386
749,33,-16.419949,14.306098
750,32,-16.393554,14.406932
751,33,-16.396872,14.326839
752,33,-16.428348,14.349954
753,38,-16.381189,13.699646
754,70,-16.437542,16.204355
755,18,-16.402298,15.270525
756,30,-16.391594,14.970433
757,32,-16.421391,14.503749
758,39,-16.410542,14.026439
759,29,-16.407823,14.875290
760,73,-16.397621,15.921916
761,32,-16.382965,14.560954
762,38,-16.389008,13.907701
763,98,-16.358047,12.846507
764,38,-16.367405,13.858925
765,99,-16.359493,12.464354
766,18,-16.362557,15.259633
767,28,-16.339981,14.771189
768,99,-16.366399,12.514376
769,98,-16.337667,12.683297
770,98,-16.370526,12.772247
771,28,-16.362096,14.690822
772,17,-16.353818,15.142207
773,73,-16.359438,16.084274
774,95,-16.374597,12.910071
775,39,-16.357343,14.125307
776,27,-16.321494,14.900200
777,38,-16.335941,13.767436
778,27,-16.346096,15.022096
779,39,-16.345135,14.057826
780,45,-16.319467,15.455738
781,73,-16.332055,16.096149
782,35,-16.345987,14.396664
783,38,-16.285180,13.660183
784,45,-16.325065,15.345508
785,18,-16.327440,15.188289
786,96,-16.290549,12.784006
787,40,-16.325645,15.820446
788,53,-16.333633,14.205316
789,100,-16.303135,12.552317
790,100,-16.293348,12.562439
791,100,-16.299835,12.583548
792,26,-16.311951,14.712612
793,100,-16.286280,12.568104
794,27,-16.300390,14.824966
795,100,-16.283918,12.574462
796,96,-16.302840,12.864835
797,100,-16.285281,12.559833
798,35,-16.284705,14.437827
799,35,-16.306305,14.359772
800,100,-16.289195,12.585022
801,26,-16.295590,14.617044
802,100,-16.279405,12.575357
803,100,-16.277085,12.569445
804,100,-16.276874,12.565328
805,70,-16.274695,16.326198
806,70,-16.261986,16.122343
807,95,-16.255616,12.998915
808,95,-16.252971,12.928825
809,100,-16.269531,12.589284
810,100,-16.273459,12.574173
811,39,-16.268576,13.917996
812,100,-16.273281,12.568511
813,42,-16.287155,15.587734
814,100,-16.266868,12.580216
815,100,-16.264788,12.549378
816,100,-16.266011,12.572384
817,38,-16.278766,13.855569
818,96,-16.266009,12.679223
819,53,-16.257727,14.267236
820,100,-16.265675,12.559349
821,35,-16.293732,14.569473
822,26,-16.285032,14.651842
823,70,-16.279487,16.440008
824,100,-16.264232,12.486203
825,42,-16.265109,15.484861
826,100,-16.258773,12.576140
827,39,-16.257310,13.973377
828,40,-16.247356,15.723338
829,100,-16.258181,12.561648
830,100,-16.239920,12.574169
831,39,-16.258415,13.992591
832,73,-16.278086,15.887444
833,45,-16.258177,15.222372
834,18,-16.230912,15.022164
835,70,-16.250638,16.157188
836,38,-16.269480,13.721305
837,35,-16.239667,14.429094
838,100,-16.218514,12.453803
839,45,-16.262762,15.394276
840,96,-16.251837,12.747246
841,26,-16.246530,14.655299
842,96,-16.239934,12.804488
843,26,-16.243769,14.666517
844,96,-16.228400,12.796958
845,35,-16.225959,14.495400
846,96,-16.223454,12.823531
847,26,-16.236649,14.656394
848,26,-16.239138,14.670662
849,96,-16.227189,12.801556
850,26,-16.235302,14.641957
851,96,-16.225735,12.806295
852,26,-16.235092,14.651701
853,42,-16.240233,15.635128
854,26,-16.233283,14.660554
855,26,-16.231032,14.648580
856,26,-16.234255,14.680671
857,96,-16.217945,12.790589
858,26,-16.231200,14.632837
859,42,-16.234743,15.609938
