site_id,arr_id,lon,lat
860,42,-16.231527,15.628479
861,42,-16.230479,15.623292
862,42,-16.237227,15.643827
863,26,-16.217038,14.665774
864,39,-16.200219,13.885434
865,26,-16.221973,14.648098
866,26,-16.210098,14.663289
867,42,-16.230134,15.599191
868,42,-16.222951,15.626111
869,95,-16.214299,13.067963
870,42,-16.224602,15.636427
871,42,-16.223322,15.619721
872,26,-16.244016,14.728338
873,35,-16.204802,14.435539
874,40,-16.264175,15.812082
875,42,-16.216827,15.625308
876,42,-16.212698,15.618347
877,42,-16.209923,15.601694
878,27,-16.232644,14.906859
879,42,-16.210576,15.627650
880,53,-16.169402,14.254984
881,95,-16.156041,12.941666
882,46,-16.212495,15.135699
883,42,-16.189958,15.422181
884,96,-16.146671,12.878859
885,96,-16.190261,12.653354
886,100,-16.177782,12.593576
887,38,-16.161187,13.679901
888,55,-16.184555,14.077651
889,45,-16.181677,15.277236
890,57,-16.188074,13.781643
891,26,-16.159837,14.568929
892,46,-16.181862,15.072649
893,53,-16.149165,14.172880
894,26,-16.181924,14.697149
895,34,-16.149678,14.478862
896,55,-16.121411,13.926764
897,53,-16.145975,14.327725
898,70,-16.183015,16.043334
899,42,-16.147801,15.587978
900,100,-16.126634,12.556786
901,70,-16.151940,16.244829
902,57,-16.124438,13.715098
903,70,-16.131782,16.229350
904,46,-16.149206,14.997058
905,42,-16.166145,15.768812
906,54,-16.108998,14.142284
907,42,-16.146173,15.686181
908,55,-16.135127,14.058400
909,26,-16.100796,14.747328
910,51,-16.105113,14.244533
911,96,-16.088324,12.690701
912,34,-16.119577,14.421082
913,25,-16.126057,14.830611
914,70,-16.134276,16.553758
915,54,-16.095945,14.153738
916,54,-16.096518,14.144665
917,57,-16.076030,13.632263
918,52,-16.097618,14.283124
919,54,-16.090486,14.155949
920,54,-16.087425,14.143193
921,100,-16.052423,12.513455
922,54,-16.082813,14.150269
923,54,-16.080464,14.156733
924,54,-16.081306,14.160269
925,46,-16.113769,15.222240
926,54,-16.084789,14.122796
927,26,-16.061018,14.547527
928,54,-16.073617,14.147658
929,54,-16.076727,14.144119
930,54,-16.076942,14.185703
931,54,-16.074498,14.157482
932,54,-16.069183,14.117693
933,54,-16.070273,14.137169
934,54,-16.071065,14.167326
935,54,-16.069207,14.163872
936,54,-16.066299,14.144263
937,54,-16.056036,14.126732
938,54,-16.061214,14.151860
939,34,-16.078499,14.505254
940,43,-16.029477,15.443453
941,46,-16.075540,15.128886
942,54,-16.061058,14.156483
943,54,-16.055188,14.140603
944,54,-16.063949,14.168342
945,96,-16.068360,12.706287
946,57,-16.074820,13.764050
947,57,-16.077190,13.849953
948,100,-16.052915,12.622441
949,57,-16.046470,13.854945
950,25,-16.027353,14.869119
951,95,-16.034723,12.901463
952,43,-16.034208,15.533732
953,46,-16.066660,15.030578
954,96,-16.052886,12.840542
955,46,-16.039688,15.051755
956,70,-16.012011,16.435824
957,52,-16.022660,14.374031
958,54,-16.027470,14.147260
959,24,-16.016611,14.722229
960,25,-16.048011,14.788308
961,96,-16.018830,12.807773
962,57,-16.008756,13.742388
963,54,-16.012049,14.043966
964,100,-16.005886,12.645567
965,95,-15.974086,12.919497
966,24,-16.010116,14.604631
967,51,-15.983682,14.148231
968,46,-16.011213,15.136234
969,34,-15.998826,14.429992
970,57,-15.983308,13.649050
971,92,-16.004869,12.719809
972,92,-15.991532,12.748559
973,92,-15.977668,12.832496
974,43,-16.013380,15.481134
975,52,-15.997096,14.338751
976,43,-16.006184,15.633528
977,24,-15.997694,14.575958
978,70,-16.008323,16.480989
979,70,-16.000733,16.133682
980,25,-15.995600,14.776390
981,41,-15.917310,15.922460
982,84,-15.945884,12.581188
983,54,-15.946114,14.008853
984,25,-15.963580,14.918057
985,46,-15.950012,15.033728
986,70,-16.001879,16.379041
987,52,-15.972175,14.296233
988,84,-15.935421,12.505979
989,56,-15.918733,13.736220
990,25,-15.943058,14.851746
991,87,-15.918739,12.935720
992,54,-15.935356,13.887215
993,54,-15.912022,14.037428
994,41,-16.021540,15.786690
995,57,-15.951519,13.611766
996,34,-15.950777,14.508861
997,54,-15.916509,13.910728
998,25,-15.914246,14.837522
999,85,-15.931719,12.686460
1000,25,-15.919649,14.860798
1001,56,-15.895516,13.737953
1002,25,-15.904563,14.786375
1003,52,-15.886308,14.389597
1004,56,-15.887320,13.769576
1005,25,-15.908264,14.851591
1006,25,-15.903809,14.884059
1007,92,-15.907384,12.711222
1008,25,-15.897112,14.804338
1009,25,-15.907443,14.870636
1010,25,-15.905448,14.801286
1011,25,-15.904588,14.815703
1012,25,-15.890893,14.799927
1013,25,-15.902518,14.854105
1014,70,-15.935101,16.141483
1015,25,-15.907647,14.896258
1016,46,-15.900129,15.214901
1017,25,-15.901226,14.821929
1018,25,-15.900320,14.828488
1019,25,-15.897334,14.882788
1020,41,-15.920706,15.678439
1021,51,-15.878364,14.334373
1022,25,-15.899462,14.848018
1023,25,-15.895250,14.842521
1024,25,-15.897140,14.859390
1025,25,-15.892049,14.864791
1026,51,-15.906248,14.197734
1027,25,-15.894554,14.833767
1028,25,-15.889097,14.877864
1029,70,-15.898545,16.300248
1030,25,-15.889997,14.843364
1031,25,-15.885399,14.863297
1032,25,-15.888890,14.873349
1033,84,-15.887535,12.533424
1034,25,-15.885388,14.850745
1035,25,-15.884777,14.839252
1036,25,-15.882526,14.872750
1037,25,-15.882831,14.860133
1038,25,-15.863744,14.910228
1039,92,-15.871323,12.856147
1040,25,-15.881534,14.854418
1041,25,-15.881593,14.861736
1042,25,-15.884339,14.893032
1043,25,-15.878070,14.866479
1044,25,-15.880789,14.880290
1045,25,-15.879416,14.856920
1046,25,-15.876721,14.864356
1047,25,-15.880547,14.813722
1048,25,-15.874641,14.852474
1049,25,-15.876241,14.860258
1050,25,-15.874188,14.858895
1051,25,-15.877171,14.840714
1052,56,-15.868259,13.638175
1053,46,-15.860497,15.082183
1054,25,-15.874283,14.866635
1055,25,-15.873642,14.861432
1056,25,-15.871833,14.854716
1057,25,-15.874619,14.881638
1058,25,-15.864323,14.875379
1059,25,-15.868126,14.855866
1060,25,-15.866803,14.860226
1061,25,-15.866757,14.849174
1062,25,-15.862331,14.842580
1063,70,-15.886643,16.471063
1064,43,-15.890737,15.437113
1065,25,-15.861437,14.851047
1066,56,-15.836015,13.836830
1067,25,-15.862667,14.863765
1068,24,-15.854681,14.692301
1069,25,-15.856952,14.857921
1070,31,-15.867930,14.541283
1071,46,-15.865722,15.029319
1072,31,-15.826159,14.484237
1073,25,-15.852217,14.866089
1074,25,-15.846950,14.861098
1075,87,-15.817076,12.956357
1076,25,-15.841623,14.843036
1077,62,-15.874949,14.171812
1078,51,-15.860098,14.292511
1079,25,-15.834169,14.807903
1080,41,-15.896210,15.579435
1081,54,-15.816957,13.936309
1082,54,-15.854030,14.085153
1083,46,-15.801360,15.246030
1084,31,-15.836631,14.396967
1085,85,-15.817624,12.696291
1086,25,-15.827780,14.889378
1087,56,-15.840983,13.666544
1088,84,-15.785451,12.558532
1089,92,-15.784642,12.813426
1090,92,-15.821508,12.781241
1091,70,-15.821147,16.483612
1092,70,-15.797531,16.487832
1093,68,-15.779125,16.245855
1094,56,-15.792313,13.766363
1095,56,-15.795829,13.733381
1096,85,-15.759605,12.597002
1097,56,-15.767414,13.772383
1098,68,-15.743493,16.197730
1099,24,-15.742851,14.766720
1100,87,-15.784848,13.017043
1101,68,-15.745103,16.298256
1102,67,-15.761922,13.953103
1103,31,-15.736512,14.520198
1104,84,-15.760469,12.532773
1105,84,-15.732493,12.459524
1106,90,-15.747063,13.313570
1107,52,-15.761147,14.352949
1108,62,-15.768543,14.133010
1109,62,-15.722145,14.121242
1110,90,-15.764560,13.245631
1111,56,-15.748699,13.874995
1112,41,-15.744864,16.009874
1113,62,-15.750715,14.222361
1114,58,-15.693148,13.603805
1115,47,-15.691557,15.077608
1116,68,-15.737142,16.401797
1117,68,-15.701744,16.396145
1118,56,-15.723022,13.772505
1119,70,-15.724380,16.484015
1120,31,-15.672044,14.610167
1121,87,-15.666191,13.020355
1122,70,-15.700379,16.472059
1123,70,-15.699406,16.453883
1124,85,-15.656115,12.642941
1125,84,-15.710772,12.574706
1126,25,-15.633592,14.895838
1127,68,-15.655296,16.238450
1128,70,-15.687645,16.475792
1129,67,-15.701437,14.031750
1130,67,-15.639566,13.942912
1131,58,-15.667138,13.699245
1132,59,-15.646055,14.251795
1133,70,-15.649547,16.434109
1134,47,-15.718106,15.173870
1135,59,-15.611469,14.398166
1136,47,-15.649203,15.385492
1137,23,-15.635898,14.753722
1138,58,-15.670301,13.622805
1139,90,-15.626964,13.180138
1140,87,-15.639825,13.055087
1141,68,-15.615900,16.154193
1142,90,-15.617108,13.284888
1143,84,-15.655893,12.478043
1144,59,-15.600122,14.456938
1145,86,-15.595115,13.007785
1146,23,-15.574077,14.731132
1147,68,-15.619149,16.524283
1148,86,-15.635830,13.081199
1149,58,-15.611203,13.594068
1150,89,-15.579343,12.827228
1151,86,-15.635235,12.936254
1152,61,-15.588174,13.991444
1153,58,-15.608532,13.761955
1154,47,-15.554716,15.182216
1155,90,-15.584321,13.216073
1156,31,-15.574925,14.564224
1157,68,-15.616809,16.085104
1158,47,-15.578768,15.344703
1159,89,-15.533174,12.770574
1160,89,-15.541299,12.707550
1161,89,-15.591967,12.727450
1162,84,-15.569035,12.501114
1163,86,-15.549803,13.005341
1164,59,-15.547989,14.086758
1165,61,-15.523788,13.845195
1166,23,-15.563889,14.829626
1167,59,-15.531460,14.098741
1168,89,-15.557591,12.872804
1169,59,-15.552857,14.116868
1170,59,-15.514818,14.126072
1171,84,-15.545045,12.592704
1172,67,-15.535491,13.946685
1173,68,-15.551256,16.225731
1174,90,-15.517214,13.239486
1175,59,-15.498653,14.334818
1176,48,-15.603574,15.574339
1177,84,-15.536463,12.519220
1178,90,-15.514630,13.374731
1179,61,-15.539167,14.027778
1180,90,-15.493812,13.321171
1181,61,-15.515039,13.793069
1182,91,-15.482901,12.622788
1183,48,-15.512320,15.788272
1184,68,-15.536051,16.511623
1185,68,-15.530936,16.508342
1186,58,-15.504891,13.683953
1187,59,-15.524366,14.467659
1188,47,-15.489307,15.324412
1189,86,-15.485630,13.056710
1190,86,-15.500500,13.074109
1191,47,-15.482192,15.364201
1192,88,-15.475906,12.770619
1193,59,-15.476816,14.202048
1194,47,-15.453752,15.349766
1195,91,-15.473870,12.560279
1196,61,-15.467397,13.998619
1197,23,-15.467996,14.834308
1198,68,-15.468102,16.589073
1199,89,-15.444650,12.822558
1200,89,-15.416399,12.883227
1201,91,-15.456244,12.630059
1202,48,-15.434460,15.643596
1203,68,-15.445487,16.320884
1204,61,-15.457109,13.809627
1205,47,-15.413617,15.082338
1206,61,-15.423924,13.971597
1207,60,-15.377585,14.717366
1208,60,-15.409806,14.625861
1209,68,-15.402437,16.496004
1210,89,-15.393361,12.864195
1211,59,-15.397428,14.369432
1212,91,-15.371193,12.590168
1213,63,-15.378751,14.080803
1214,89,-15.375684,12.902513
1215,91,-15.363293,12.661105
1216,48,-15.343557,15.615557
1217,63,-15.335631,14.258073
1218,50,-15.327509,14.724259
1219,48,-15.372547,15.926859
1220,74,-15.321426,16.547622
1221,50,-15.337404,14.812578
1222,50,-15.312994,15.205236
1223,63,-15.300224,14.066579
1224,61,-15.298395,13.925973
1225,48,-15.298706,15.475747
1226,77,-15.228902,13.293837
1227,74,-15.275987,16.236864
1228,50,-15.262934,14.688175
1229,91,-15.250429,12.713600
1230,48,-15.264607,15.697203
1231,74,-15.222137,16.413978
1232,89,-15.226366,12.826538
1233,60,-15.246207,14.567503
1234,61,-15.264551,13.786432
1235,49,-15.267529,15.425893
1236,89,-15.206244,12.928548
1237,61,-15.204271,13.898961
1238,74,-15.193691,16.500771
1239,63,-15.216901,14.133805
1240,79,-15.159929,13.449993
1241,60,-15.232726,14.356089
1242,49,-15.165022,15.464450
1243,91,-15.209636,12.751821
1244,63,-15.188232,14.016739
1245,60,-15.200693,14.295817
1246,61,-15.146954,13.839146
1247,65,-15.194004,13.920143
1248,89,-15.162721,12.819704
1249,50,-15.158732,15.203459
1250,63,-15.126318,14.165909
1251,50,-15.146673,14.798814
1252,49,-15.133611,15.387412
1253,49,-15.122529,15.413477
1254,49,-15.069790,15.389927
1255,80,-15.107690,12.736094
1256,74,-15.083354,16.185778
1257,74,-15.084701,16.513214
1258,60,-15.074569,14.207712
1259,65,-15.052630,14.122084
1260,83,-15.085447,13.003342
1261,74,-15.093701,16.653157
1262,50,-15.010205,14.968449
1263,49,-15.023456,15.455442
1264,48,-15.129239,15.892356
1265,77,-15.061969,13.205008
1266,80,-15.048762,12.800071
1267,74,-15.007387,16.455714
1268,83,-15.006162,12.883634
1269,65,-14.971936,14.574282
1270,65,-15.007494,14.451480
1271,74,-14.993050,16.587114
1272,64,-14.985158,13.981732
1273,71,-14.969393,16.638279
1274,83,-14.962428,12.893312
1275,79,-14.986120,13.401348
1276,49,-14.881151,15.562705
1277,65,-14.975087,14.067592
1278,83,-14.953085,12.889350
1279,83,-14.943418,12.896500
1280,83,-14.940470,12.907439
1281,83,-14.936854,12.866183
1282,83,-14.940548,12.891550
1283,71,-14.903733,16.166146
1284,83,-14.937014,12.902021
1285,83,-14.925271,12.927791
1286,83,-14.935081,12.884709
1287,83,-14.932686,12.893846
1288,83,-14.911586,12.901244
1289,65,-14.915626,14.318335
1290,83,-14.913964,12.872081
1291,74,-14.910950,16.515392
1292,64,-14.883257,13.899379
1293,71,-14.911143,16.634820
1294,80,-14.888674,12.732497
1295,65,-14.885906,14.210753
1296,77,-14.926832,13.098812
1297,80,-14.875387,12.687400
1298,80,-14.844551,12.837266
1299,77,-14.814625,12.942044
1300,50,-14.812234,15.291796
1301,64,-14.805212,13.806339
1302,71,-14.868726,16.541910
1303,79,-14.902421,13.306502
1304,66,-14.817103,14.601979
1305,80,-14.866472,12.760109
1306,50,-14.796747,14.825245
1307,79,-14.829696,13.426206
1308,66,-14.845528,14.137734
1309,49,-14.835915,15.780375
1310,64,-14.812797,13.985662
1311,71,-14.795647,16.633083
1312,64,-14.792607,13.958597
1313,71,-14.814944,16.460733
1314,64,-14.800657,13.989585
1315,76,-14.768675,12.886795
1316,71,-14.781162,15.974890
1317,71,-14.750079,16.571679
1318,121,-14.710160,14.604930
1319,66,-14.707293,14.185773
1320,80,-14.755298,12.710428
1321,64,-14.705365,13.938208
1322,79,-14.754337,13.335921
1323,66,-14.730567,14.458062
1324,71,-14.729993,16.350790
1325,71,-14.702968,16.491539
1326,76,-14.692562,12.792932
1327,66,-14.729390,14.150103
1328,64,-14.671628,14.090050
1329,111,-14.681509,13.688646
1330,66,-14.714563,14.392167
1331,121,-14.708145,15.034690
1332,111,-14.640047,13.844561
1333,71,-14.626339,16.541564
1334,121,-14.583039,15.662194
1335,76,-14.608167,12.821210
1336,71,-14.633520,16.568881
1337,66,-14.590426,14.238272
1338,110,-14.643400,14.335030
1339,79,-14.556626,13.332076
1340,76,-14.592448,12.698023
1341,71,-14.617737,16.274847
1342,71,-14.546836,16.447354
1343,110,-14.570023,14.493391
1344,121,-14.539664,14.672852
1345,110,-14.576777,14.392427
1346,111,-14.577781,14.006899
1347,71,-14.549353,16.585782
1348,111,-14.530232,13.949360
1349,75,-14.487445,13.073574
1350,111,-14.560565,13.878494
1351,110,-14.536624,14.509138
1352,110,-14.537536,14.071900
1353,110,-14.520483,14.227781
1354,71,-14.487722,16.494584
1355,110,-14.523027,14.443482
1356,76,-14.451119,12.916984
1357,76,-14.503924,12.723794
1358,121,-14.490594,15.291617
1359,71,-14.461438,16.608530
1360,109,-14.421474,13.793827
1361,110,-14.445023,14.183779
1362,121,-14.485184,15.003950
1363,109,-14.414550,13.559914
1364,71,-14.462350,16.453115
1365,121,-14.413038,14.868911
1366,111,-14.428378,13.854768
1367,109,-14.404517,13.495433
1368,69,-14.339337,15.648429
1369,76,-14.391281,12.790342
1370,76,-14.323626,12.999549
1371,71,-14.340263,16.553069
1372,110,-14.345161,14.082164
1373,110,-14.350823,14.455873
1374,72,-14.375162,16.412221
1375,76,-14.326417,12.905569
1376,69,-14.304757,15.754869
1377,72,-14.367487,16.306700
1378,110,-14.325564,14.159050
1379,109,-14.284077,13.493700
1380,110,-14.283759,13.977066
1381,81,-14.332428,13.154138
1382,109,-14.304698,13.624183
1383,71,-14.283360,16.572548
1384,69,-14.219566,15.599295
1385,81,-14.233304,13.037951
1386,82,-14.291432,12.740522
1387,72,-14.226981,16.394280
1388,72,-14.208561,16.355679
1389,81,-14.185668,13.103985
1390,81,-14.226884,13.198628
1391,72,-14.175768,16.485159
1392,121,-14.149206,14.589663
1393,110,-14.188116,13.826914
1394,110,-14.211956,14.048643
1395,69,-14.212841,15.918127
1396,109,-14.198200,13.567836
1397,81,-14.152499,12.931273
1398,121,-14.193666,15.085008
1399,81,-14.186000,12.894085
1400,72,-14.147741,16.464150
1401,82,-14.179571,12.724634
1402,72,-14.153342,16.225911
1403,72,-14.158354,16.260253
1404,82,-14.164497,12.810066
1405,69,-14.173172,16.056857
1406,81,-14.125664,13.154314
1407,81,-14.121799,13.124353
1408,81,-14.091251,13.149492
1409,107,-14.114782,13.901853
1410,72,-14.072824,16.392344
1411,81,-14.054978,12.892202
1412,82,-14.081353,12.743220
1413,69,-14.071980,16.152357
1414,81,-14.072379,13.211558
1415,81,-14.026018,13.064810
1416,72,-14.045768,16.320674
1417,69,-14.038071,15.955925
1418,72,-13.995656,16.199685
1419,109,-13.993679,13.710739
1420,109,-14.033037,13.648613
1421,69,-13.971636,16.037890
1422,72,-14.016691,16.309759
1423,81,-13.981947,13.037815
1424,107,-14.044539,14.029643
1425,82,-13.978670,12.775357
1426,121,-13.947343,15.246309
1427,107,-13.917820,14.223463
1428,69,-13.950205,16.128486
1429,78,-13.953989,13.199534
1430,107,-13.953976,13.876088
1431,78,-13.954392,13.031122
1432,82,-13.906835,12.755412
1433,120,-13.876701,15.771007
1434,78,-13.912027,13.283007
1435,69,-13.921097,16.173391
1436,69,-13.843317,16.063772
1437,108,-13.863396,13.523973
1438,69,-13.826025,16.031359
1439,107,-13.824781,13.941714
1440,78,-13.816479,12.943542
1441,82,-13.851621,12.829557
1442,78,-13.793907,13.328115
1443,69,-13.805777,16.068916
1444,78,-13.796017,13.267970
1445,69,-13.773074,16.032170
1446,107,-13.747466,13.829160
1447,108,-13.805068,13.600348
1448,82,-13.736089,12.750732
1449,108,-13.803372,13.657528
1450,78,-13.735492,12.988279
1451,78,-13.733610,13.124019
1452,120,-13.729637,16.033410
1453,121,-13.756411,15.298838
1454,108,-13.753821,13.399655
1455,121,-13.565797,14.641061
1456,108,-13.700629,13.495144
1457,120,-13.706775,16.095848
1458,120,-13.707647,15.977426
1459,107,-13.709679,14.108834
1460,78,-13.730734,12.884971
1461,107,-13.694763,13.782590
1462,120,-13.672881,15.997393
1463,121,-13.537251,15.131791
1464,107,-13.676199,13.767857
1465,120,-13.669216,15.744555
1466,107,-13.684677,13.789019
1467,107,-13.688066,13.748787
1468,107,-13.675425,13.765174
1469,107,-13.672929,13.776955
1470,107,-13.664964,13.749933
1471,107,-13.671769,13.767400
1472,107,-13.671423,13.771477
1473,107,-13.670469,13.785655
1474,107,-13.671332,13.761925
1475,107,-13.664876,13.775379
1476,107,-13.664528,13.769086
1477,107,-13.638731,13.765562
1478,107,-13.655990,13.773635
1479,107,-13.641171,13.790003
1480,108,-13.615038,13.725167
1481,107,-13.621766,13.885079
1482,120,-13.605598,16.095447
1483,78,-13.643835,12.913373
1484,120,-13.587863,15.944074
1485,78,-13.587277,12.813919
1486,108,-13.582970,13.505011
1487,120,-13.567538,15.901718
1488,108,-13.566823,13.624621
1489,108,-13.540454,13.563530
1490,120,-13.535575,16.127577
1491,108,-13.597287,13.396582
1492,107,-13.560981,13.849419
1493,119,-13.441907,15.323104
1494,120,-13.549939,15.918801
1495,119,-13.521300,15.815072
1496,108,-13.463866,13.602310
1497,108,-13.508166,13.549261
1498,119,-13.479531,15.860970
1499,119,-13.510333,16.043669
1500,108,-13.480176,13.416325
1501,119,-13.451154,15.767758
1502,119,-13.468903,15.840495
1503,114,-13.473260,13.859587
1504,108,-13.467961,13.451487
1505,119,-13.412139,15.842742
1506,119,-13.456495,15.716884
1507,112,-13.425074,13.943993
1508,108,-13.431377,13.803488
1509,119,-13.446341,15.564774
1510,119,-13.413773,15.756581
1511,119,-13.396504,15.991866
1512,119,-13.378187,15.645574
1513,108,-13.340270,13.373309
1514,119,-13.362577,15.937798
1515,119,-13.357359,15.667855
1516,119,-13.321170,15.459551
1517,119,-13.324196,15.616384
1518,119,-13.349828,15.595311
1519,119,-13.300723,15.592517
1520,119,-13.319851,15.808629
1521,112,-13.270744,14.112539
1522,114,-13.231696,13.849431
1523,119,-13.259375,15.557842
1524,108,-13.292697,13.311593
1525,119,-13.255199,15.681021
1526,119,-13.262125,15.656074
1527,119,-13.247317,15.639489
1528,123,-13.182613,15.412051
1529,123,-13.185855,15.500407
1530,114,-13.115999,13.715702
1531,114,-13.121396,14.110959
1532,123,-13.132182,15.470127
1533,123,-13.152186,15.383234
1534,123,-13.099621,15.578056
1535,108,-13.101511,13.272104
1536,104,-13.179003,12.675060
1537,108,-13.012031,13.168313
1538,122,-13.024931,15.332093
1539,122,-12.989278,15.328349
1540,104,-13.009595,12.794341
1541,122,-12.951870,15.248724
1542,123,-12.999563,15.487641
1543,122,-12.965599,15.391445
1544,122,-13.046371,15.172611
1545,122,-12.950186,15.194859
1546,122,-12.952397,15.220619
1547,122,-12.973684,14.903241
1548,115,-12.919163,14.030741
1549,122,-12.832473,14.664146
1550,113,-12.980046,13.638056
1551,122,-12.852457,15.092808
1552,122,-12.872932,15.308608
1553,122,-12.864567,15.261264
1554,122,-12.862836,15.270570
1555,113,-12.947662,13.839905
1556,104,-12.902885,12.659301
1557,113,-12.871353,13.515075
1558,115,-12.831382,14.007844
1559,104,-12.858347,12.583937
1560,115,-12.923933,14.351155
1561,104,-12.792752,12.738735
1562,115,-12.770900,14.287102
1563,104,-12.799809,12.646568
1564,103,-12.768218,12.486389
1565,122,-12.776823,15.140230
1566,104,-12.772905,12.514467
1567,108,-12.708767,13.098692
1568,122,-12.768781,15.049946
1569,122,-12.729459,15.078850
1570,122,-12.706697,14.994515
1571,104,-12.716375,12.488955
1572,115,-12.723097,14.221185
1573,115,-12.700874,14.164780
1574,122,-12.681509,15.074635
1575,115,-12.706972,14.029333
1576,101,-12.653640,13.010957
1577,113,-12.625300,13.754308
1578,122,-12.657680,15.007478
1579,103,-12.612325,12.636452
1580,103,-12.678407,12.454712
1581,116,-12.612362,15.029974
1582,115,-12.588186,14.204064
1583,113,-12.589801,13.377180
1584,116,-12.557446,15.032051
1585,116,-12.526938,15.018513
1586,115,-12.500156,14.282936
1587,103,-12.540581,12.408034
1588,116,-12.510790,14.892789
1589,101,-12.468263,12.963140
1590,113,-12.474421,13.425252
1591,116,-12.483469,14.975996
1592,116,-12.462303,14.739122
1593,116,-12.469722,14.903685
1594,116,-12.458762,14.900031
1595,116,-12.445579,14.885051
1596,116,-12.454864,14.903360
1597,115,-12.486890,14.143360
1598,101,-12.482092,12.511474
1599,118,-12.381450,14.285737
1600,116,-12.459414,14.723469
1601,116,-12.412354,14.833501
1602,116,-12.391943,14.837138
1603,101,-12.464670,12.666298
1604,113,-12.448745,13.706792
1605,118,-12.341698,14.479499
1606,101,-12.425516,12.559494
1607,118,-12.344264,14.417996
1608,101,-12.374647,12.507803
1609,116,-12.317633,14.716380
1610,101,-12.382105,12.950737
1611,116,-12.327537,14.815574
1612,117,-12.347583,13.998103
1613,101,-12.406514,12.833149
1614,101,-12.306325,12.657112
1615,101,-12.278490,12.397696
1616,116,-12.277196,14.767852
1617,101,-12.268307,12.785797
1618,118,-12.230192,14.316334
1619,117,-12.317468,13.447692
1620,116,-12.218179,14.710453
1621,101,-12.230823,12.648221
1622,117,-12.169389,13.601253
1623,118,-12.231177,14.455892
1624,101,-12.269924,12.549737
1625,101,-12.210536,12.822459
1626,118,-12.215506,14.459905
1627,118,-12.232951,14.471654
1628,118,-12.211240,14.439966
1629,118,-12.203628,14.567119
1630,116,-12.171427,14.684933
1631,101,-12.206622,12.558402
1632,101,-12.169767,12.575571
1633,101,-12.183185,12.553719
1634,101,-12.158676,12.526027
1635,106,-12.096980,13.161990
1636,101,-12.095054,12.560492
1637,117,-12.117309,14.341708
1638,106,-12.140142,13.243135
1639,105,-12.112286,12.421494
1640,117,-12.037529,14.101138
1641,106,-12.061820,13.148352
1642,105,-11.996210,12.410480
1643,106,-12.024653,13.124261
1644,102,-12.019681,12.747653
1645,105,-11.878992,12.469844
1646,117,-11.915748,13.415791
1647,102,-11.931068,12.884544
1648,106,-11.891995,13.115672
1649,102,-11.751439,12.881318
1650,102,-11.683483,12.980073
1651,106,-11.733061,13.255864
1652,102,-11.661564,12.487834
1653,102,-11.701559,12.691426
1654,102,-11.632959,12.744489
1655,106,-11.685068,13.378840
1656,102,-11.613766,12.649331
1657,102,-11.567147,12.484650
1658,106,-11.556339,13.152898
1659,102,-11.534809,12.476925
1660,102,-11.503130,12.966972
1661,102,-11.440865,12.815148
1662,102,-11.482350,12.484899
1663,102,-11.440728,12.566481
1664,106,-11.449471,13.062426
1665,102,-11.451339,12.657995
1666,102,-11.373306,12.465430
